index,name,artist,release_date,length,popularity,danceability
3336,C'mon And Love Me,KISS,1975,2.97,43,0.712
3337,Five Years - 2012 Remaster,David Bowie,1972,4.7292,58,0.46
3338,Sanctify Yourself,Simple Minds,1985,4.9651,42,0.564
3339,The Warmth Of The Sun - Remastered,The Beach Boys,2007,2.834716667,42,0.169
3340,Fireworks,The Tragically Hip,1998,3.93955,44,0.39
3341,Stick 'Em Up,Quarashi,2011,3.435766667,36,0.585
3342,Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,2003,2.786433333,47,0.85
3343,Wake Up,The Living End,2006,4.524666667,38,0.477
3344,I'll Cry For You,Europe,1991,5.354433333,47,0.541
3345,Another Day,Dream Theater,1992,4.385333333,55,0.454
3346,In The Fade/Feel Good Hit Of The Summer (Reprise),Queens of the Stone Age,2010,4.422433333,50,0.432
3347,The Tide Is High,Blondie,1999,3.878883333,57,0.779
3348,The After Dinner Payback,From Autumn To Ashes,2004,2.854433333,45,0.444
3349,Voices,Disturbed,2010,3.199333333,54,0.589
3350,Panic in Detroit - 2013 Remaster,David Bowie,1973,4.477433333,41,0.426
3351,Innocent Eyes,Delta Goodrem,2003,3.894883333,41,0.553
3352,Voodoo - 2009 Remaster,Black Sabbath,1981,4.540216667,34,0.511
3353,Judgment Night,Various Artists,1993,4.57555,41,0.522
3354,Whatever Happened To My Rock'N'Roll (Punk Song) - Live,Black Rebel Motorcycle Club,2015,6.244,16,0.288
3355,Mama Let Him Play,Doucette,2013,4.407816667,46,0.455
3356,Dixie Chicken,Little Feat,1973,3.9851,58,0.566
3357,Coalmine,Armchair Cynics,2005,3.4611,15,0.283
3358,The Way We Get By,Spoon,2002,2.668216667,54,0.723
3359,I'm Still Standing,Elton John,1983,3.057333333,79,0.504
3360,So You Want To Be A Rock 'N' Roll Star,Patti Smith,2001,6.046083333,15,0.254
3361,Save Your Scissors,City and Colour,2005,4.810433333,46,0.439
3362,Happens All the Time,Cold,2005,3.472216667,40,0.306
3363,AMERIKA,Rammstein,2004,3.779333333,66,0.608
3364,What Light,Wilco,2007,3.5891,31,0.273
3365,Home,Daughtry,2006,4.2611,48,0.442
3366,Kids In America,Kim Wilde,1993,3.427333333,0,0.565
3367,Dancing with the Moonlit Knight - New Stereo Mix,Genesis,1973,8.06755,38,0.294
3368,All Night Long,Rainbow,1979,3.842216667,46,0.571
3369,With a Thousand Words to Say But One,Darkest Hour,2005,4.36955,37,0.189
3370,Many Rivers To Cross,Jimmy Cliff,1970,2.734433333,43,0.399
3371,"Summer Breeze, Pts. 1 & 2",The Isley Brothers,1973,6.1951,57,0.31
3372,I Want You,Savage Garden,1997,3.867766667,63,0.628
3373,So Far Away,Crossfade,2004,3.425333333,51,0.503
3374,She Blinded Me With Science - 2009 Remastered Version,Thomas Dolby,1982,3.706433333,49,0.798
3375,Feuer frei!,Rammstein,2001,3.143333333,67,0.491
3376,Prayer Of The Refugee,Rise Against,2006,3.3231,65,0.2
3377,Don't Take Me For A Loser,Gary Moore,1982,4.297766667,22,0.449
3378,Special,Garbage,1998,3.72955,43,0.469
3379,Round Here,Counting Crows,1993,5.523333333,62,0.314
3380,The Fun Lovin' Criminal,Fun Lovin' Criminals,1996,3.2191,48,0.752
3381,Give It All,Rise Against,2004,2.848216667,62,0.587
3382,Funky Town,Various Artists,1979,4.85355,37,0.645
3383,Lovely Rita - Remastered 2009,The Beatles,1967,2.70155,53,0.61
3384,Day & Night,Jung Seung Hwan,2020,4.343333333,69,0.509
3385,Whole Wide World,Wreckless Eric,1978,2.878883333,49,0.752
3386,The Kids Are Alright,The Who,1965,3.128883333,43,0.316
3387,Is There A Ghost,Band of Horses,2007,2.994433333,45,0.299
3388,Where I End and You Begin,Radiohead,2003,4.488216667,49,0.297
3389,Victory Day - Live,Tom Cochrane,1991,5.776883333,10,0.51
3390,Faceless,Godsmack,2003,3.5811,41,0.457
3391,Victim of Reality,Pennywise,1999,2.472883333,36,0.546
3392,Think About You,Guns N' Roses,1987,3.834,54,0.236
3393,Move,H-Blockx,1994,4.931916667,36,0.445
3394,Same Direction,Hoobastank,2003,3.254883333,55,0.401
3395,Solid Rock - Remastered Version,Goanna,2003,4.5871,58,0.552
3396,Horror Movie - 2015 Remaster,Skyhooks,2015,3.835333333,30,0.67
3397,Love Alive,Heart,1977,4.304433333,40,0.542
3398,Drown,The Smashing Pumpkins,2001,4.506666667,62,0.432
3399,Battle Scar,Max Webster,1980,5.8471,28,0.415
3400,I Can't Make You Love Me,Bonnie Raitt,1991,5.549333333,68,0.588
3401,All Summer Long,Kid Rock,2007,4.959766667,74,0.7
3402,I Could Be So Good for You - Originally Performed By Dennis Waterman,Sing Karaoke Sing,2012,3.364133333,0,0.824
3403,So Fell Autumn Rain,Lake Of Tears,1999,5.369333333,40,0.6
3404,Sooner Or Later,Breaking Benjamin,2004,3.646666667,52,0.493
3405,Hearts on Fire,HammerFall,2002,3.856433333,62,0.577
3406,Hard Luck Woman,KISS,1976,3.577766667,53,0.668
3407,With You,Linkin Park,2000,3.387766667,63,0.421
3408,I'm So Excited,The Pointer Sisters,1982,3.844,72,0.59
3409,Rock Star,Various Artists,2002,3.824433333,47,0.692
3410,Savin' Me,Nickelback,2005,3.655333333,65,0.441
3411,Rocky Mountain Way,Triumph,1977,4.1091,29,0.342
3412,Let's Stick Together,Bryan Ferry,1976,2.986,58,0.785
3413,Nobody's Wife,Anouk,1998,3.429333333,30,0.511
3414,The Wild Boys,Duran Duran,1998,4.293333333,56,0.741
3415,Lowdown,Boz Scaggs,1976,5.260666667,63,0.662
3416,Coming Back to Life,Pink Floyd,1994,6.320683333,56,0.286
3417,Nutbush City Limits,Tina Turner,2008,3.02555,56,0.622
3418,Love & Memories,O.A.R.,2012,6.193766667,25,0.576
3419,Private Life,Grace Jones,1980,5.225883333,36,0.83
3420,Balls to the Wall,Accept,1983,5.71,61,0.544
3421,Have Love Will Travel,The Sonics,1965,2.673333333,58,0.506
3422,The Mirror's Truth,In Flames,2008,2.995333333,45,0.42
3423,Uncertain Smile,The The,1983,6.817766667,49,0.601
3424,Freedom! '90 - Remastered,George Michael,2017,6.51435,70,0.677
3425,Run Runaway,Slade,1983,5.013333333,49,0.576
3426,Anytime - Live,Brian McKnight,2016,5.9391,21,0.427
3427,Howzat,Sherbet,1976,3.759333333,49,0.405
3428,The Wizard,Uriah Heep,1972,2.990433333,41,0.439
3429,Manipulation,Six Feet Under,1997,2.852216667,16,0.463
3430,Debris,Faces,1971,4.6071,53,0.571
3431,Save Yourself,Stabbing Westward,1998,4.22155,49,0.572
3432,How to Make Gravy,Paul Kelly,2019,4.48185,40,0.397
3433,Beercan,Beck,1994,4.005333333,41,0.773
3434,Mr. Crowley,Ozzy Osbourne,2020,5.044116667,62,0.307
3435,Faith,Limp Bizkit,1997,2.441333333,60,0.428
3436,Big Star,The Jayhawks,1997,4.405333333,13,0.345
3437,Heaven,Bryan Adams,1984,4.056,77,0.382
3438,Eternal Flame,The Bangles,2004,3.9671,70,0.526
3439,Love Will Come Through,Travis,2003,3.667766667,48,0.309
3440,Psycho,System Of A Down,2001,3.764883333,63,0.467
3441,Dreams,The Cranberries,1993,4.526,73,0.551
3442,Return of the Grievous Angel - Remastered Version,Gram Parsons,1974,4.4371,48,0.632
3443,Take Me Home Tonight,Eddie Money,1986,3.519333333,69,0.608
3444,Car Wheels On A Gravel Road,Lucinda Williams,1998,4.742666667,51,0.633
3445,Free,Cat Power,2003,3.551766667,38,0.833
3446,What If,Creed,1999,5.30155,55,0.433
3447,Tattva,Kula Shaker,1996,3.751566667,39,0.352
3448,She's A Rainbow,The Rolling Stones,2020,4.228666667,56,0.464
3449,Dead Souls - 2007 Remaster,Joy Division,1981,4.894883333,39,0.484
3450,Drop The Pilot,Joan Armatrading,1983,3.699766667,52,0.672
3451,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1971,2.748883333,50,0.696
3452,Cover Me,Bruce Springsteen,1984,3.4331,55,0.535
3453,Crippled Inside - Remastered 2010,John Lennon,1971,3.8771,47,0.545
3454,Chinese Democracy,Guns N' Roses,2008,4.720216667,54,0.474
3455,Here I Dreamt I Was an Architect,The Decemberists,2003,4.485766667,50,0.411
3456,Simple Song,Rustic Overtones,2011,6.4811,17,0.369
3457,Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,1977,3.410883333,64,0.671
3458,Pushin' Too Hard,The Seeds,1966,2.6463,41,0.535
3459,Bad Sneakers,Steely Dan,1975,3.332666667,45,0.706
3460,I Hate You,The Monks,1966,3.561766667,43,0.65
3461,Layin' Pipe,David Wilcox,1987,4.287333333,39,0.647
3462,Jesus Built My Hotrod,Ministry,1992,4.876433333,55,0.541
3463,Asleep at the Wheel,A Change of Pace,2005,3.17955,21,0.45
3464,Pictures Of Matchstick Men,Camper Van Beethoven,1989,4.16155,44,0.39
3465,Astronomy,Metallica,1998,6.630666667,46,0.345
3466,Check It Out,John Mellencamp,1987,4.320433333,48,0.608
3467,Hey Lawdy Mama - Single Version,Steppenwolf,1971,2.979333333,40,0.589
3468,Letter From An Occupant,The New Pornographers,2001,3.7671,30,0.262
3469,The Rascal King,The Mighty Mighty Bosstones,1997,2.768883333,48,0.544
3470,Those Shoes - 2013 Remaster,Eagles,1979,4.913916667,51,0.62
3471,House of Fun,Madness,1982,2.9691,44,0.746
3472,Only Love Can Break Your Heart,Neil Young,1970,3.143333333,55,0.732
3473,Little Wing,Derek & The Dominos,1970,5.552216667,40,0.275
3474,Follow - Radio Edit,Breaking Benjamin,2004,3.284,57,0.582
3475,The Stake,Steve Miller Band,1978,3.990666667,38,0.543
3476,Satellite,Dave Matthews Band,1994,4.860666667,56,0.711
3477,I Will Possess Your Heart,Death Cab for Cutie,2008,8.42955,56,0.605
3478,Promises In The Dark,Pat Benatar,2008,4.191766667,42,0.278
3479,Crash,The Primitives,1996,2.536666667,51,0.369
3480,A Man Needs a Maid - 2009 Remaster,Neil Young,1972,4.0371,50,0.248
3481,Time to Kill,Gentle Giant,1975,5.052216667,14,0.518
3482,Mama Told Me (Not To Come) - Single Version,Three Dog Night,1970,3.31555,59,0.673
3483,Rough Boy,ZZ Top,1985,4.819333333,59,0.457
3484,Your Love Belongs Under a Rock,The Dirtbombs,2001,2.342433333,17,0.273
3485,Young Again,Greg Annussek,2001,2.198433333,0,0.547
3486,Let Me Take You Home Tonight,Boston,1976,4.778,49,0.491
3487,"Die, All Right!",The Hives,2000,2.762883333,42,0.323
3488,Pints of Guinness Make You Strong,Against Me!,2002,2.675333333,48,0.623
3489,Cherokee,Europe,1986,4.21555,50,0.585
3490,All She Wants To Do Is Dance,Don Henley,1984,4.4851,55,0.702
3491,Cats In The Cradle,Ugly Kid Joe,1992,4.03155,65,0.511
3492,Rebel Girl,Various Artists,2015,2.622216667,57,0.435
3493,Two Out of Three Ain't Bad,Meat Loaf,1977,5.407333333,61,0.586
3494,You Can't Stop Me,Guano Apes,2003,3.18355,44,0.43
3495,Up with People,Lambchop,2000,6.044883333,47,0.552
3496,Bathwater,No Doubt,2000,4.0471,41,0.626
3497,God Of Thunder,KISS,1976,4.230666667,49,0.414
3498,Calm Like a Bomb,Rage Against The Machine,1999,4.98155,56,0.315
3499,In the Blood,Better Than Ezra,1995,4.544,42,0.324
3500,Pain,Reamonn,2003,5.040883333,18,0.537
3501,Alone with You,Various Artists,2020,3.97,4,0.446
3502,Pay to Cum,Bad Brains,1982,1.427333333,41,0.126
3503,You Fool No One - Remastered 2008,Deep Purple,1974,4.798433333,37,0.49
3504,Rhinoceros - Live,The Smashing Pumpkins,2020,4.8248,4,0.165
3505,The Boy with the Thorn in His Side - 2017 Master,The Smiths,1986,3.264666667,55,0.502
3506,I'm Goin' Down,Bruce Springsteen,1984,3.484,56,0.579
3507,Pusherman,Curtis Mayfield,1972,5.01155,57,0.851
3508,She's the One,Bruce Springsteen,1975,4.504433333,46,0.34
3509,Sailing,Rod Stewart,1975,4.632666667,69,0.43
3510,Not An Addict,K's Choice,1995,4.793333333,46,0.276
3511,"Johnny, Are You Queer? (Made Famous by Josie Cotton)",La Douche,2010,2.75555,8,0.54
3512,Dead Ringer For Love (Originally Performed by Meat Loaf and Cher),Rock Angels,2014,4.353333333,0,0.616
3513,Aja,Steely Dan,1977,8.007766667,45,0.533
3514,Autumn Sweater,Yo La Tengo,1997,5.306216667,62,0.628
3515,Stand Up,Trapt,2005,3.998883333,42,0.349
3516,Empty Pages,Traffic,1970,4.583333333,41,0.417
3517,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,1968,2.726433333,67,0.438
3518,Big Dipper,Built To Spill,1994,4.163766667,41,0.685
3519,Time Machine - 2008 Remaster,Black Sabbath,1992,4.25955,24,0.359
3520,Would I Lie to You? - Remastered Version,Eurythmics,1985,4.470666667,54,0.613
3521,This Is a Low,Blur,2000,5.01155,36,0.272
3522,Tell It Like It Is,Aaron Neville,2000,2.742666667,53,0.542
3523,5 Minutes Alone,Pantera,1994,5.790666667,61,0.504
3524,Staring At The Sun,U2,1997,4.613333333,54,0.533
3525,Odd One,Sick Puppies,2009,3.784,27,0.385
3526,Not Fragile,Bachman-Turner Overdrive,1974,4.108433333,39,0.322
3527,Poles Apart,Pink Floyd,1994,7.051066667,52,0.162
3528,Cuts You Up,Peter Murphy,1989,5.452216667,56,0.63
3529,Baby Did a Bad Bad Thing,Chris Isaak,1995,2.90755,50,0.547
3530,Awful,Hole,1998,3.266666667,44,0.378
3531,Gold Soundz,Pavement,1994,2.661766667,53,0.448
3532,Psycho Circus,KISS,1998,5.506,48,0.556
3533,Sea Of Sorrow,Alice In Chains,1990,5.8291,51,0.288
3534,A Movie Script Ending,Death Cab for Cutie,2001,4.324666667,42,0.505
3535,Commute - Remastered,Theatre Of Tragedy,2000,5.43155,14,0.558
3536,Valerie Loves Me,Material Issue,1991,3.083333333,37,0.466
3537,A New England,Billy Bragg,2013,2.251,36,0.54
3538,Over My Head (Cable Car),The Fray,2005,3.937766667,70,0.592
3539,Missing Parts,Ab4,2006,2.963333333,0,0.574
3540,Baby I Need Your Loving,Four Tops,1965,2.7671,62,0.632
3541,Band of Gold,Bonnie Tyler,1986,5.858433333,23,0.632
3542,The Outdoor Type,The Lemonheads,1996,2.604883333,46,0.441
3543,Songbird - 2004 Remaster,Fleetwood Mac,1977,3.346883333,63,0.58
3544,The State of Massachusetts,Twinkle Twinkle Little Rock Star,2013,3.369216667,11,0.642
3545,People Who Died,The Jim Carroll Band,1980,4.994,46,0.315
3546,Sour Suite - Remastered,The Guess Who,1999,4.082833333,31,0.447
3547,Bitch,Sevendust,1997,3.688183333,43,0.582
3548,Master and Servant,Depeche Mode,1985,3.77155,46,0.573
3549,Stormbringer,Various Artists,2020,4.07955,1,0.315
3550,Cherry Cherry,Neil Diamond,1968,2.731766667,54,0.56
3551,Too Much Heaven,Bee Gees,1979,4.933333333,67,0.495
3552,Home,Edward Sharpe & The Magnetic Zeros,2009,5.105333333,72,0.545
3553,"My Girl (Gone, Gone, Gone)",Chilliwack,1981,4.241766667,46,0.439
3554,Face To Face,Sevendust,2003,3.903766667,27,0.641
3555,Your Little Hoodrat Friend,The Hold Steady,2005,3.8771,30,0.528
3556,Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,1975,3.71955,47,0.395
3557,Tightrope,Stevie Ray Vaughan,1989,4.637766667,48,0.39
3558,Some Say,Sum 41,2004,3.432216667,54,0.389
3559,And It Stoned Me - 2013 Remaster,Van Morrison,1970,4.536,62,0.593
3560,I Will Follow You into the Dark,Death Cab for Cutie,2005,3.1531,67,0.517
3561,Wild World,Yusuf / Cat Stevens,1970,3.336216667,77,0.484
3562,Beat on the Brat - 2016 Remaster,Ramones,1976,2.532666667,53,0.481
3563,Papa Don't Take No Mess,James Brown,1991,4.388216667,39,0.835
3564,This Is Your Life,Switchfoot,2003,4.316666667,45,0.592
3565,Give It To Me Baby,Rick James,1981,4.13555,63,0.706
3566,I Love Music,The O'Jays,1975,6.884433333,52,0.643
3567,Little L,Jamiroquai,2001,4.923333333,65,0.878
3568,Give Me Your Love (Love Song),Curtis Mayfield,1972,4.338883333,37,0.591
3569,Block,Machine Head,1994,4.983333333,34,0.318
3570,Vai Toma No Cu,Nailbomb,1994,4.788433333,32,0.382
3571,5.7.0.5,City Boy,2015,3.223333333,23,0.677
3572,Another Day - Remastered 2012,Paul McCartney,1971,3.708883333,54,0.701
3573,Money,The Rolling Stones,1964,2.536433333,19,0.381
3574,A Letter To Elise,The Cure,1992,5.204,56,0.53
3575,Visions of Johanna,Bob Dylan,1966,7.518883333,50,0.59
3576,Panic Prone,Chevelle,2004,3.829733333,45,0.215
3577,Key Largo,Bertie Higgins,2014,3.315766667,50,0.503
3578,Da Da Da (I Don't Love You You Don't Love Me Aha Aha Aha),Trio,2000,3.44,43,0.819
3579,Take Me Home - 2016 Remaster,Phil Collins,1985,5.892883333,58,0.62
3580,In the Mood - 2006 Remaster,Robert Plant,1983,5.382666667,52,0.607
3581,Driving Down The Darkness,DevilDriver,2005,3.882883333,29,0.526
3582,I Stay Away,Alice In Chains,1994,4.24,60,0.224
3583,The Quiet Place,In Flames,2004,3.750433333,48,0.517
3584,Cosmic Weed,Lake Of Tears,1997,3.8451,17,0.502
3585,Rock Me,Steppenwolf,1992,3.6471,37,0.6
3586,What Do All the People Know? (Complete Song and Extra Lyrics - From Original Monroes of the 80's),The Monroes,2013,4.331983333,41,0.644
3587,I'm The Man,Joe Jackson,1979,3.977766667,37,0.485
3588,#1 Crush,Garbage,2007,4.751766667,47,0.633
3589,Santa Cruz (You're Not That Far),The Thrills,2003,4.216666667,31,0.416
3590,Kerosene,Big Black,1985,6.0651,41,0.48
3591,If I Fell - Remastered 2009,The Beatles,1964,2.324433333,62,0.665
3592,Tomorrow's Dream,Black Sabbath,1972,3.146216667,43,0.481
3593,Asche zu Asche,Rammstein,1995,3.862216667,59,0.578
3594,Yesterdays,Guns N' Roses,1991,3.270433333,61,0.363
3595,Juicebox,The Strokes,2006,3.242883333,59,0.462
3596,State Of The Union,Rise Against,2004,2.318883333,43,0.591
3597,Sorrow,Bad Religion,2002,3.354883333,53,0.514
3598,"Take Me Home, Country Roads - Rerecorded",John Denver,1997,3.296883333,7,0.255
3599,The Girl Can't Help It,Little Richard,2008,2.504216667,35,0.542
3600,Havin' A Party - Live,Southside Johnny And The Asbury Jukes,1976,7.284433333,33,0.391
3601,Happy Now?,No Doubt,1995,3.708433333,39,0.404
3602,Lost in Myself - Live,Crematory,2007,4.176666667,10,0.405
3603,It's A Shame About Ray - Remastered,The Lemonheads,1992,3.117333333,49,0.645
3604,Stacy's Mom,Fountains Of Wayne,2003,3.299766667,74,0.774
3605,Super Bon Bon,Soul Coughing,1996,3.517333333,49,0.689
3606,Travelin' Man - Live In Detroit/1975,Bob Seger,1976,4.66955,45,0.39
3607,"Long, Long Way from Home",Foreigner,1977,2.876216667,46,0.62
3608,Weight Of The World,Saliva,2002,4.467766667,33,0.398
3609,Beautiful Future,Primal Scream,2008,5.166,5,0.498
3610,Obvious,Jane's Addiction,1990,5.91955,26,0.371
3611,Incident on 57th Street,Bruce Springsteen,1973,7.742666667,37,0.451
3612,How To Be Dead,Snow Patrol,2004,3.366883333,46,0.585
3613,Dig Me Out,Sleater-Kinney,1997,2.681983333,41,0.34
3614,Golden Age,Kreator,1999,4.852433333,29,0.531
3615,All Out of Love,Air Supply,1980,4.05,68,0.512
3616,Arc Of A Diver,Steve Winwood,1980,5.432666667,44,0.564
3617,Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,1972,2.971083333,56,0.457
3618,Wonderous Stories - 2013 Remaster,Yes,1977,3.819333333,39,0.382
3619,Smokin' in the Boy's Room,Brownsville Station,1973,2.940883333,45,0.575
3620,The Metro - Orchestral Version,Berlin,2020,4.319516667,31,0.41
3621,Four Seasons In One Day,Crowded House,1991,2.836,52,0.517
3622,Rip This Joint,The Rolling Stones,1972,2.388216667,45,0.548
3623,Piggies - Remastered 2009,The Beatles,1968,2.0711,50,0.542
3624,Movin' Out (Anthony's Song),Billy Joel,1977,3.512666667,61,0.664
3625,Stabbing the Drama,Soilwork,2005,4.564,49,0.47
3626,Everybody Needs Somebody to Love,Solomon Burke,1998,2.767766667,57,0.629
3627,Dumb Things,Paul Kelly & The Coloured Girls,1987,2.51155,30,0.445
3628,I'll Believe In Anything,Wolf Parade,2005,4.610216667,42,0.329
3629,City Of Angels,The Distillers,2002,3.493766667,54,0.486
3630,The More I See,Metallica,1998,4.8111,40,0.304
3631,Bad Time,Grand Funk Railroad,2006,2.938,39,0.56
3632,Gardening At Night,R.E.M.,1982,3.491766667,41,0.344
3633,Mercy Me,Alkaline Trio,2005,2.82495,54,0.472
3634,I And Love And You,The Avett Brothers,2009,5.014,63,0.424
3635,"Tonight, Tonight, Tonight - Remastered 2007",Genesis,1986,8.894666667,47,0.568
3636,You've Made Me So Very Happy,"Blood, Sweat & Tears",1968,4.312216667,50,0.414
3637,Purple Heart - Bonus Track,I Am Giant,2014,3.945333333,20,0.436
3638,Kamera,Wilco,2002,3.50155,47,0.888
3639,Boots Or Hearts,The Tragically Hip,2005,3.679333333,41,0.881
3640,The Heart Of The Matter,Don Henley,1989,5.4111,49,0.582
3641,Pin,Yeah Yeah Yeahs,2003,2.001333333,42,0.68
3642,Better Days,Bruce Springsteen,1992,4.093766667,40,0.552
3643,Volunteers - Remastered,Jefferson Airplane,2004,2.05755,46,0.501
3644,Factory Girl - 50th Anniversary Edition,The Rolling Stones,1968,2.16555,39,0.443
3645,You're Gonna Make Me Lonesome When You Go,Bob Dylan,1975,2.912216667,46,0.437
3646,Stay (Wasting Time),Dave Matthews Band,1998,5.5871,47,0.538
3647,Summertime Clothes,Animal Collective,2009,4.570216667,45,0.491
3648,Cold Ethyl,Alice Cooper,1975,2.943333333,37,0.477
3649,Fox On The Run,Sweet,1993,3.428883333,56,0.523
3650,Waiting for the Sun,The Doors,1970,3.9771,53,0.554
3651,Make Me Smile (Single Version) - 2002 Remaster,Chicago,1970,2.982216667,47,0.619
3652,Trouble,Ray LaMontagne,2004,4.025766667,59,0.321
3653,Sussudio - 2016 Remaster,Phil Collins,1985,4.3851,67,0.714
